,title,artist,full,reff,emotion
314,kita slamanya,bondan & fade2black,hey ya itu sih not the end. itu sih just the beginning yow okay. detak detik tirai mulai menutup panggung. tanda skenario eyo baru harus diusung. lembaran kertas barupun terbuka. tinggalkan yang lama biarkan sang pena berlaga uh huh . kita pernah sebut itu kenangan tempo dulu. pernah juga hilang atau takkan pernah berlalu. masa jaya putih biru atau abu abu. memori cerita cinta aku dia dan kamu. saat dia dia dia masuki alam pikiran. ilmu bumi dan sekitarnya jadi kudapan. cinta masa sekolah yang pernah terjadi. that was the moment a part of sweet memory. kita membumi melangkah berdua. kita ciptakan hangat sebuah cerita. mulai dewasa cemburu dan bunga. finally now itu sih our time tapi memakai a history. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat kita untuk selamanya. satu alasan kenapa kau kurekam dalam memori. satu cerita teringat di dalam hati. karena kau berharga dalam hidupku teman. untuk satu pijakan menuju masa depan. saat duka bersama tawa bersama. berpacu dalam prestasi huh hal yang biasa. satu persatu memori terekam. di dalam api semangat yang tidak mudah padam. kuyakin kau pasti sama dengan diriku. pernah berharap agar waktu ini tidak berlalu. kawan kau tahu kawan kau tahu kan . beri pupuk terbaik untuk bunga yang kau simpan. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat kita untuk selamanya yea yeah. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan dan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat yeah. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat kita untuk selamanya. kita untuk selamanya. berikan senyuman untuk sebuah perpisahan oh. kenanglah sahabat kita untuk selamanya yeah. oh yeah kita untuk selamanya,bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat kita untuk selamanya,bahagia
315,risalah hati,dewa,hidupku tanpa cintamu. bagai malam tanpa bintang. cintaku tanpa sambutmu. bagai panas tanpa hujan. jiwaku berbisik lirih. aku harus milikimu. aku bisa membuatmu jatuh cinta kepadaku. meski kau tidak cinta kepadaku. beri sedikit waktu. biar cinta datang karena telah terbiasa. simpan mawar yang kuberi. mungkin wanginya mengilhami. sudikah dirimu untuk. kenali aku dulu. sebelum kau ludahi aku. sebelum kau robek hatiku. aku bisa membuatmu jatuh cinta kepadaku. meski kau tidak cinta kepadaku. beri sedikit waktu. biar cinta datang karena telah terbiasa. aku bisa membuatmu jatuh cinta kepadaku. meski kau tidak cinta kepadaku. beri sedikit waktu. biar cinta datang karena telah terbiasa. aku bisa membuatmu jatuh cinta kepadaku. meski kau tidak cinta kau tidak cinta. aku bisa membuatmu jatuh cinta kepadaku. meski kau tidak cinta kepadaku. aku bisa membuatmu jatuh cinta kepadaku. meski kau tidak cinta kepadaku. beri sedikit waktu. biar cinta datang karena telah terbiasa. hidupku tanpa cintamu. bagai malam tanpa bintang. cintaku tanpa sambutmu. bagai panas tanpa hujan,aku bisa membuatmu jatuh cinta kepadaku. meski kau tidak cinta kepadaku. beri sedikit waktu. biar cinta datang karena telah terbiasa,bahagia
316,ingin lekas memelukmu lagi,d'masiv feat pusakata,selamat tinggal kekasihku. aku pergi untuk sementara. aku ingin engkau bersabar. menungguku hingga pulang kepelukmu. perjalanan jauh yang tlah kutempuh. tidak mengurangi rasa rindu ini. aku ingin lekas segera memelukmu lagi. takkan mudah untuk diriku untuk diriku . meninggalkan dikau sendiri. aku harap engkau mengerti. kuberjanji untuk cepat kembali. perjalanan jauh yang tlah kutempuh. tidak mengurangi rasa rindu ini. aku ingin lekas segera memelukmu cinta. luas samudera yang kuarungi. takkan menghalangi niatku untuk pulang. aku ingin lekas segera memelukmu lagi. perjalanan jauh yang tlah kutempuh. tidak mengurangi rasa rindu ini. aku ingin lekas segera memelukmu cinta. luas samudera yang kuarungi. takkan menghalangi niatku untuk pulang. aku ingin lekas segera memelukmu lagi,perjalanan jauh yang tlah kutempuh. tidak mengurangi rasa rindu ini. aku ingin lekas segera memelukmu cinta. luas samudera yang kuarungi. takkan menghalangi niatku untuk pulang. aku ingin lekas segera memelukmu lagi,sedih
317,diantara kalian,d'masiv,ku akui aku sangat sangat menginginkanmu. tapi kini aku sadar aku diantara kalian. aku tidak mengerti ini semua harus terjadi. aku akui aku sangat sangat mengharapkanmu. tapi kini aku sadar aku tidak akan bisa. aku tidak mengerti ini semua harus terjadi. lupakan aku kembali padanya. aku bukan siapa siapa untukmu. aku cintaimu tidak berarti bahwa. aku harus memilikimu selamanya. aku akui aku sangat sangat menginginkanmu. tapi kini aku sadar aku diantara kalian. aku tidak mengerti ini semua harus terjadi. lupakan aku kembali padanya. aku bukan siapa siapa untukmu. aku cintaimu tidak berarti bahwa. aku harus memilikimu selamanya. aku tidak mengerti ini semua harus terjadi. lupakan aku kembali padanya. aku bukan siapa siapa untukmu. aku cintaimu tidak berarti bahwa. aku harus memilikimu selamanya. lupakan aku kembali padanya. aku bukan siapa siapa untukmu. aku cintaimu tidak berarti bahwa. aku harus memilikimu selamanya,lupakan aku kembali padanya. aku bukan siapa siapa untukmu. aku cintaimu tidak berarti bahwa. aku harus memilikimu selamanya,sedih
318,sampai kapan,"reza chandika, rendha rais, laleilmanino",waktu yang paling ditunggu. kumpul dengan teman temanku. bercanda dan tertawa. lepas penat sepulang kerja. selalu jadi obat pilu. senangkan hati teman temanku. malam datang mereka pulang. aku masih sendiri. sampai kapan hidupku harus begini. ingin hati sesekali dicintai. namun bila takdirku. harus menunggu dirimu kasih. oh kasih. aku akan menunggu. seburuk buruknya hariku. kumasih punya teman temanku. meskipun di dalam hatiku. aku masih sendiri. sampai kapan hidupku harus begini. ingin hati sesekali dicintai. namun bila takdirku. harus menunggu dirimu kasih. oh kasih. aku akan menunggu. apakah hanya diri ini. yang merasakan sendiri. oh meskipun bahagia di hati. aku masih aku masih sendiri. aku masih sendiri. sampai kapan hidupku harus begini. ingin hati sesekali dicintai. namun bila takdirku. harus menunggu dirimu kasih. oh kasih. sampai kapan hidupku harus begini. ingin hati sesekali dicintai. namun bila takdirku. harus menunggu dirimu kasih. oh kasih. aku akan menunggu. oh sampai kapan diriku harus menunggu. oh sampai kapan diriku harus menunggu. oh sampai kapan diriku harus menunggu. sampaikan kapan. kapan kapan,sampai kapan hidupku harus begini. ingin hati sesekali dicintai. namun bila takdirku. harus menunggu dirimu kasih. oh kasih. aku akan menunggu,sedih
319,segitiga cinta,nidji,bagaimana bila bukan dia yang kucinta . apakah aku salah bila bukan dia . bila jatuh cinta aku tertuju padanya. cobalah untuk rela kita tidak bersama. oh ikhlaskah ikhlaskah ikhlaskah. hati lelah merajut kisah. ini harus berakhir. ini harus berakhir. inikah namanya segitiga cinta diantara. maaf bila ternyata aku salah. maaf bila ternyata. inikah namanya segitiga cinta diantara. maaf bila ternyata aku salah. maaf bila ternyata aku lemah. bukan kamu bukan dia . bukan kamu bukan dia . bukan kamu bukan dia . bukan kamu bukan dia . inikah namanya segitiga cinta diantara. maaf bila ternyata aku salah. maaf bila ternyata. inikah namanya segitiga cinta diantara. maaf bila ternyata aku salah. maaf bila ternyata aku lemah,inikah namanya segitiga cinta diantara. maaf bila ternyata aku salah. maaf bila ternyata. inikah namanya segitiga cinta diantara. maaf bila ternyata aku salah. maaf bila ternyata aku lemah,sedih
320,mimpi,anggun,dalam hitam gelap malam. aku berdiri melawan sepi. di sini di pantai ini. telah terkubur sejuta kenangan. dihempas keras gelombang gelombang . dan tertimbun batu karang. yang takkan mungkin dapat terulang. wajah putih pucat pasi. tergores luka di hati. matamu membuka kisah. kasih asmara yang telah ternoda. hapuskan semua khayalan khayalan . lenyapkan satu harapan. ke mana lagi harus mencari . kau sandarkan sejenak beban diri. kau taburkan benih kasih hanyalah emosi. melambung jauh terbang tinggi bersama mimpi. terlelap dalam lautan emosi uh. setelah aku sadar diri kau telah jauh pergi. tinggalkan mimpi yang tiada bertepi. kini hanya rasa rindu merasuk di dada. serasa sukma melayang pergi. terbawa arus kasih membara oh wo oh. yeah yeah yeah yeah ih ih. wu uh uh yeah. hey eh eh eh eh eh. ah ah uh ah ah ah uh uh hu uh. melambung jauh terbang tinggi bersama mimpi. terlelap dalam lautan emosi. setelah aku sadar diri kau telah jauh pergi. tinggalkan mimpi yang tiada bertepi oh. melambung jauh terbang tinggi bersama mimpi. terlelap dalam lautan emosi uh. setelah aku sadar diri kau telah jauh pergi. tinggalkan mimpi yang tiada bertepi oh. melambung jauh terbang tinggi bersama mimpi. terlelap dalam lautan emosi uh. setelah aku sadar diri kau telah jauh pergi. tinggalkan mimpi yang tiada bertepi. uh hu uh uh uh uh,melambung jauh terbang tinggi bersama mimpi. terlelap dalam lautan emosi uh. setelah aku sadar diri kau telah jauh pergi. tinggalkan mimpi yang tiada bertepi,sedih
321,menunggu kamu,anji,ku selalu mencoba. untuk menguatkan hati. dari kamu yang belum juga kembali. ada satu keyakinan. yang membuatku bertahan. penantian ini kan terbayar pasti. lihat aku sayang. yang sudah berjuang. menunggumu datang. menjemputmu pulang. ingat selalu sayang. hati aku kau genggam. aku tidak kan pergi. menunggu kamu di sini. tetap di sini. jika bukan kepadamu. aku tidak tau lagi. pada siapa rindu ini kan aku beri. pada siapa rindu ini kan aku beri. lihat aku sayang. yang sudah berjuang. menunggumu datang. menjemputmu pulang. ingat selalu sayang. hati aku kau genggam. aku tidak kan pergi. menunggu kamu di sini. di sini. lihat aku sayang. yang sudah berjuang. menunggumu datang. menjemputmu pulang. ingat selalu sayang. hati aku kau genggam. aku tidak kan pergi. aku tidak kan pergi. menunggu kamu di sini,lihat aku sayang. yang sudah berjuan. menunggumu datang. menjemputmu pulang. ingat selalu sayang. hatiku kau genggam. aku takkan pergi. menunggu kamu disini. disini,bahagia
322,sampai tutup usia,angga candra,aku tercipta olehnya. untuk selalu cintai kamu. beri aku kesempatan. untuk bahagiakan dirimu. kamu tercipta olehnya. untuk selalu aku cintai. genggam erat tangan ini. jangan sampai kau lepaskan. sampai aku tutup usia. kan aku jaga hatimu sampai aku tua. walau keriput di pipimu terlihat. takkan goyahkan cintaku yang begitu kuat. kamu tercipta olehnya. untuk selalu aku cintai. genggam erat tangan ini. jangan sampai kau lepaskan. sampai aku tutup usia. kan aku jaga hatimu sampai aku tua. walau keriput di pipimu terlihat. takkan goyahkan cintaku yang begitu kuat. sampai aku tutup usia. kan aku jaga hatimu sampai aku tua. walau keriput di pipimu terlihat. takkan goyahkan cintaku yang begitu kuat. kan aku jaga hatimu sampai aku tua. walau keriput di pipimu terlihat. takkan goyahkan cintaku yang begitu kuat,sampai aku tutup usia. kan aku jaga hatimu sampai aku tua. walau keriput di pipimu terlihat. takkan goyahkan cintaku yang begitu kuat. sampai aku tutup usia. kan aku jaga hatimu sampai aku tua. walau keriput di pipimu terlihat. takkan goyahkan cintaku yang begitu kuat,bahagia
323,bunga terakhir,bebi roomeo,kaulah yang pertama. menjadi cinta tinggallah kenangan. berakhir lewat bunga seluruh cintaku untuknya. bunga terakhir. aku persembahkan kepada yang terindah. sebagai satu tanda cinta untuknya. bunga terakhir. menjadi satu kenangan yang tersimpan. takkan pernah hilang untuk selamanya. oh. betapa cinta ini. sungguh berarti tetaplah terjaga. selamat tinggal kasih akutelah pergi selamanya. bunga terakhir. aku persembahkan kepada yang terindah. sebagai suatu tanda cinta untuknya. bunga terakhir. menjadi satu kenangan yang tersimpan. takkan pernah hilang untuk selamanya. kaulah yang pertama. menjadi cinta tinggallah kenangan. berakhir lewat bunga seluruh cintaku untuknya. oh uwo. bunga terakhir. aku persembahkan kepada yang terindah. sebagai satu tanda cinta untuknya. bunga terakhir. menjadi satu kenangan yang tersimpan. takkan pernah hilang untuk selamanya,bunga terakhir. aku persembahkan kepada yang terindah. sebagai satu tanda cinta untuknya. bunga terakhir. menjadi satu kenangan yang tersimpan. takkan pernah hilang untuk selamanya. oh,sedih
324,cinta terlarang,the virgin,kau kan selalu tersimpan di hatiku. meski ragamu tidak dapat aku miliki. jiwaku kan selalu bersamamu. meski kau tercipta bukan untukku. tuhan berikan aku hidup satu kali lagi. hanya untuk barsamanya. aku mencintainya sungguh mencintainya. rasa ini sungguh tidak wajar. namun aku ingin tetap bersama dia. untuk selamanya. mengapa cinta ini terlarang. saat aku yakini kaulah milikku. mengapa cinta kita tidak bisa bersatu. saat aku yakin tidak ada cinta selain dirimu. tuhan berikan aku hidup satu kali lagi. hanya untuk barsamanya. aku mencintainya sungguh mencintainya. rasa ini sungguh tidak wajar. namun aku ingin tetap bersama dia. untuk selamanya. rasa ini sungguh tidak wajar. namun aku ingin tetap bersama dia. untuk selamanya oh. tuhan berikan aku hidup satu kali lagi. hanya untuk barsamanya. aku mencintainya sungguh mencintainya. rasa ini sungguh tidak wajar. namun aku ingin tetap bersama dia. untuk selamanya oh,tuhan berikan aku hidup satu kali lagi. hanya untuk barsamanya. aku mencintainya sungguh mencintainya. rasa ini sungguh tidak wajar. namun aku ingin tetap bersama dia. untuk selamanya,sedih
325,kau adalah,isnaya sarasvati,aku dan dirimu sudah jadi satu. di dalam ikatan percaya. ini asmaraku ini asmaramu. sungguh mati sempurna. oh kau membuatku jadi diriku sendiri. aku tambah yakin kepada kamu kamu kamu. kau adalah yang terindah. yang membuat hatiku tenang. mencintai kamu takkan pernah takut. sebab kau terima segala kurangku. baby girl you re sok beautiful our love is like a miracle. and itu is more tahan just a physical attraction. even though we re individuals. but we have this spiritual connection. affectionate as always. cause you re the one and only. and baby you can call me everytime. you feel you want me. and i ll be there for you and i know you ll too. and i ll love you till the world is stopping up. kau membuatku jadi diriku sendiri. aku tambah yakin kepada kamu kamu kamu. kau adalah yang terindah. yang membuat hatiku tenang. mencintai kamu takkan pernah takut. sebab kau terima segala kurangku. here we go. we ve been together through the worst times girl. but i want you tapi know you still rock my world baby i love you . i love you too girl. and i love itu when you smile you re sok cute girl. hey but don t be jealous. when i sama hanging with my fellas. when me and you together girl feels like the time is endless. and when the time is right i will have you by my side. sayin this tapi your dad. sir can i marry your daugther. di you love me like i love you. di you love me like i love you. kau adalah yang terindah. yang membuat hatiku tenang. mencintai kamu takkan pernah takut. sebab kau terima segalaku. kau adalah. yang terindah. yang membuat hatiku tenang. mencintai kamu takkan pernah takut. sebab kau terima segala kurangku can nobody love you like me . kau terima segala kurangku,kau adalah yang terindah. yang membuat hatiku tenang. mencintai kamu takkan pernah takut. sebab kau terima segala kurangku,bahagia
326,jika,melly goeslaw ft. ari lasso,jika teringat tentang dikau. jauh di mata dekat di hati. sempat terpikir untuk kembali. walau beda akan kujalani. tidak ada niat untuk selamanya pergi. jika teringat tentang dikau. jauh di mata dekat di hati. apakah sama yang kurasa. ingin jumpa walau ada segan. tidak ada niat untuk berpisah denganmu. jika memang masih bisa mulutku berbicara. santun kata yang ingin terucap. akan aku dengar caci dan puji dirimu padaku. kita masih muda dalam mencari keputusan. maafkan daku ingin kembali. seumpama ada jalan untuk kembali. jika teringat tentang dikau. jauh di mata dekat di hati. tidak ada niat untuk selamanya pergi. jika teringat tentang dikau. jauh di mata dekat di hati. tidak ada niat untuk berpisah denganmu. jika memang masih bisa mulutku berbicara. santun kata yang ingin terucap. akan aku dengar caci dan puji dirimu padaku. kita masih muda dalam mencari keputusan. maafkan daku ingin kembali. seumpama ada jalan untuk kembali. jika memang masih bisa mulutku berbicara. santun kata yang ingin terucap. akan aku dengar caci dan puji dirimu padaku. kita masih muda dalam mencari keputusan. maafkan daku ingin kembali. seumpama ada jalan untuk kembali. jika memang masih bisa mulutku berbicara. santun kata yang ingin terucap. akan aku dengar caci dan puji dirimu padaku. kita masih muda dalam mencari keputusan. maafkan daku ingin kembali. seumpama ada jalan untuk kembali,jika memang masih bisa mulutku berbicara. santun kata yang ingin terucap. akan aku dengar caci dan puji dirimu padaku. kita masih muda dalam mencari keputusan. maafkan daku ingin kembali. seumpama ada jalan untuk kembali,takut
327,kisahku,brisia jodie,pagi ini aku bermimpi. akankah jadi kenyataan. bisanya kau mengubah rasa. jadi makin cinta. apakah rasamu kan sama. aku harap kau pun rasa. namun aku sadari akhirnya. kamu tidak cinta. cukup aku rasakan ini. cukup aku rasakan ini. sakit sekali. sakit sekali. tidak usah kau tanyakan lagi. tidak usah kau hindari lagi. dan hingga kini. kusendiri lagi. kini. pertama kau bilang kau cinta. tapi kamu tidak cinta. bagaimana bisa aku percaya. kata katamu itu. cukup aku rasakan ini. cukup aku rasakan ini. sakit sekali. sakit sekali. tidak usah kau tanyakan lagi. tidak usah kau hindari lagi. dan hingga kini. kusendiri lagi. kini kau pergi meninggalkan luka ini. sesuka hati kau permainkan rasaku. cukup aku rasakan ini. cukup aku rasakan ini. sakit sekali. sakit sekali. tidak usah kau tanyakan lagi. tidak usah kau hindari lagi. dan hingga kini. kusendiri lagi. cukup aku rasakan ini. kau sudah bersama yang lain lain. sakit sekali. sakit sekali. tidak usah kau tanyakan lagi. tidak usah kau hindari lagi. dan hingga kini. kusendiri lagi. kini,cukup aku rasakan ini. cukup aku rasakan ini. sakit sekali. sakit sekali,sedih
328,penantian berharga,rizky febian,dahulu kita terbiasa. selalu menunggu terus menunggu. berharap datang seseorang. untuk melengkapi kisah hidup ini. terlalu sulit melangkah. untuk temukan yang selalu dinantikan. hingga kita pun berjumpa. tiada lagi alasan untuk menunda. akhirnya kita bersama. setelah menanti lama. semoga sih lalu terjaga. ah ha uh oh oh. waktu telah berbicara. menanti tidak sia sia. kar nya kau yang kini ada. ah ha uh oh oh. sangatlah berharga. bertahan di kesendirian. telah menuntunku menemukanmu. tanpa ragu aku berikan. semua rasa cinta yang tersimpan lama. penantian sih lama ini. tidak membuatku jera tetap berharap. aku yakin seseorang akan datang kepadaku. menggenggam tanganku. akhirnya kita bersama. setelah menanti lama. semoga sih lalu terjaga. ah ha uh oh oh. waktu telah berbicara. menanti tidak sia sia. kar nya kau yang kini ada. ah ha uh oh oh. sangatlah berharga. sangat berharga. penantian. sangatlah berharga. penantian. nya nya nya nya nya nya nya nya nya nya nya nya ho ho ho oh . nya nya nya nya nya nya nya nya nya nya nya nya nya oh oh . nya nya nya nya nya nya nya nya nya nya nya nya nya nya nya nya . nya nya nya nya nya nya nya nya nya nya nya nya nya nya nya wo . akhirnya kita bersama. setelah menanti lama. semoga sih lalu terjaga. ah ha uh oh oh. waktu telah berbicara tak sia sia . menanti tidak sia sia. kar nya kau yang kini ada. ah ha uh oh oh. sangatlah berharga,akhirnya kita bersama. setelah menanti lama. semoga sih lalu terjaga. ah ha uh oh oh. waktu telah berbicara. menanti tidak sia sia. kar nya kau yang kini ada. ah ha uh oh oh. sangatlah berharga. sangat berharga. penantian. sangatlah berharga. penantian,bahagia
329,pergi saja,geisha,terima kasih untuk luka yang kau beri. aku tidak percaya kau tlah begini. dulu kau menjadi malaikat di hati. sampai hati kau telah begini. berkali kali kau katakan sendiri. kini aku tlah benci. cintaku telah pergi. pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. cukup tahu aku dirimu. cukup sakit aku rasakan kini. janji yang selalu aku ingat hingga mati. kau setia hingga aku kembali. berkali kali kau katakan sendiri. kini aku tlah benci. cintaku telah pergi. pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. buang saja kau buang cinta yang kemarin. perasaan tidak mungkin percayamu lagi. cukup tahu aku dirimu. cukup sakit aku rasakan kini. pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. buang saja kau buang cinta yang kemarin. oh percayamu lagi. tinggalkan saja diriku. semua kan percuma. cukup tahu aku dirimu. cukup sakit aku rasakan kini,pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. cukup tahu aku dirimu. cukup sakit aku rasakan kini,marah
330,virgoun,surat cinta untuk starla,teruntuk kamu hidup dan matiku. aku tidak tahu lagi harus dengan kata apa aku menuliskannya. atau dengan kalimat apa aku mengungkapkannya. karena untuk kepergian kalinya. kau buat aku kembali percaya akan kata cinta. dan benar bahwa cinta masih berkuasa diatas segalanya. ketika hati yang mudah rapuh ini. diuji oleh duniawi diuji oleh materi. untuk kesekian kali lagi lagi dan lagi. kutuliskan kenangan tentang. caraku menemukan dirimu. tentang apa yang membuatku mudah. berikan hatiku padamu. takkan habis sejuta lagu. untuk menceritakan cantikmu. kan teramat panjang puisi. untuk menyuratkan cinta ini. telah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. aku pernah berpikir tentang. hidupku tanpa ada dirimu. dapatkah lebih indah dari. yang kujalani sampai kini. aku selalu bermimpi tentang. indah hari tua bersamamu. tetap cantik rambut panjangmu. meskipun nanti tidak hitam lagi. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. dan tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. untukmu. hidup dan matiku. bila musim berganti. sampai waktu terhenti. walau dunia membenci. aku kan tetap disini. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. karena tlah kuhabiskan. sisa cintaku hanya untukmu,telah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. dan tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu,bahagia
331,noah,yang terdalam,kulepas semua yang kuinginkan. tidak akan kuulangi. maafkan jika kau kusayangi. dan bila kumenanti. pernahkah engkau coba mengerti. lihatlah aku di sini. mungkinkah jika aku bermimpi. salahkah untuk menanti. takkan lelah aku menanti. takkan hilang cintaku ini. hingga saat kau tidak kembali. kan kukenang di hati saja. kau telah tinggalkan hati yang terdalam. hingga tiada cinta yang tersisa di jiwa,takkan lelah aku menanti. takkan hilang cintaku ini. hingga saat kau tidak kembali. kan kukenang di hati saja,sedih
332,last child,diary depresiku,malam ini hujan turun lagi. bersama kenangan yang ungkit luka di hati. luka yang harusnya dapat terobati. yang aku harap tiada pernah terjadi. aku ingat saat ayah pergi dan kami mulai kelaparan. hal yang biasa buat aku hidup di jalanan. disaat aku belum mengerti arti sebuah perceraian. yang hancurkan semua hal indah yang dulu pernah aku miliki. wajar bila saat ini aku iri pada kalian. yang hidup bahagia berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidupku yang kelam. tiada harga diri agar hidupku terus bertahan. mungkin sejenak dapat aku lupakan. dengan minuman keras yang saat ini aku genggam. atau menggoreskan kaca di lenganku. apapun kan aku lakukan aku ingin lupakan. namun bila aku mulai sadar dari sisa mabuk semalam. perihnya luka ini semakin dalam aku rasakan. disaat aku telah mengerti betapa indah dicintai. hal yang tidak pernah aku dapatkan sejak aku hidup di jalanan. wajar bila saat ini aku iri pada kalian. yang hidup bahagia berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidupku yang kelam. tiada harga diri agar hidupku terus bertahan. wajar bila saat ini . aku iri pada kalian yang hidup. bahagian berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidup aku yang kelam. tiada harga diri agar hidupku terus bertahan. tiada harga diri agar hidupku terus bertahan. tiada harga diri agar hidupku terus bertahan,wajar bila saat ini aku iri pada kalian. yang hidup bahagia berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidupku yang kelam. tiada harga diri agar hidupku terus bertahan,sedih
333,virgoun,orang yang sama,teringat lagi hal yang buat hatiku. jatuh cinta dengan hebatnya padamu. hingga kini aku belum mampu percaya. kau milikku sih lamanya. kutemukan arti cinta. di waktu hidup denganmu yang tidak terduga. seperti nadimu yang sih lalu denyutkan setia. aku bahagia menjadi miliknya. bagaimana bisa aku jatuh cinta. berulang kali. berulang kali pada orang yang sama . terima kasih kau tetap di sampingku. di tengah kencang badai hidup menerpa. saat dunia memaksamu untuk pergi. kau tetap setia. kutemukan arti cinta. di waktu hidup denganmu yang tidak terduga. bila waktu izinkan kita menua bersama. di mataku indahmu tetaplah sama. bagaimana bisa aku jatuh cinta. berulang kali. berulang kali pada orang yang sama . ho oh ho oh. hu uh uh uh. kutemukan arti cinta. di waktu hidup denganmu yang tidak terduga. seperti nadimu yang sih lalu denyutkan setia. aku bahagia menjadi pemiliknya. bagaimana bisa kautitipkan cinta. pada aku yang jauh dari sempurna . bila waktu izinkan kita menua bersama. di mataku indahmu tetaplah sama. bagaimana bisa aku jatuh cinta. berulang kali berulang kali. berulang kali pada orang yang sama,kutemukan arti cinta. di waktu hidup denganmu yang tidak terduga. bila waktu izinkan kita menua bersama. di mataku indahmu tetaplah sama. bagaimana bisa aku jatuh cinta. berulang kali. berulang kali pada orang yang sama,bahagia
334,vidi aldiano,status palsu,separuh hati denganmu. kujalani cintaku. berusaha untuk jadi kekasih. aku menipu dirimu. aku bilang cinta padamu. tapi dariku itu yang terbaik. kau bukan pilihan. karena aku tidak sedikitpun. hasratku padamu. terpaksa aku mencintai dirimu. hanya untuk status palsu. setengah hati kujalani cinta. karena aku tidak suka denganmu. kuberikan cintaku. meski tidak stulus hatiku. kuharap engkau tidak pernah tau. rasa cintaku padamu. hanya di bibir saja. tidak sedikitpun hati bicara. semoga selama ini. kau tidak tau bahwa sesungguhnya. aku tidak mencinta. terpaksa aku mencintai dirimu. hanya untuk status palsu. setengah hati kujalani cinta. karena aku tidak suka denganmu. jika aku bisa menjadi lelaki. pujaan yang selalu engkau impikan. oh terpaksa aku mencintai dirimu. hanya untuk status palsu. setengah hati kujalani cinta. karena aku tidak suka denganmu. terpaksa aku mencintai dirimu. hanya untuk status palsu. setengah hati kujalani cinta. karena aku tidak suka denganmu,terpaksa aku mencintai dirimu. hanya untuk status palsu. setengah hati kujalani cinta. karena aku tidak suka denganmu,sedih
335,"virgoun, last child",maha pemilik hati,kepadamu maha pemilik hati. yang mengatur waktu takdir dan hidupku. wahai engkau yang detakkan jantungku. panjangkan nafasku di dalam rahmatmu. aku memohon terimalah taubatku. di dalam doa aku akui semua. aku makhluk yang tidak sempurna. yang tersesatkan oleh dunia. berlindung kepadamu memohon kepadamu. agar menunjukkan jalanmu. aku makhluk yang penuh dosa. aku makhluk yang penuh hina. datang ke hadapanmu bersujud kepadamu. wahai kau dzat yang berhak atas hidupku. kepadamu maha pemilik hati. tetapkan hatiku dalam hidayahmu. aku makhluk yang tidak sempurna. yang tersesatkan oleh dunia. berlindung kepadamu memohon kepadamu. agar menunjukkan jalanmu. aku makhluk yang penuh dosa. aku makhluk yang penuh hina. datang ke hadapanmu bersujud kepadamu. wahai kau dzat yang berhak atas hidupku. hanya kepadamu sang pemilik hati. hanya kepadamu yang detakkan jantung ini. yang mengatur waktu. takdir dan hidupku. kepadamu maha pemilik hati,aku makhluk yang tidak sempurna. yang tersesatkan oleh dunia. berlindung kepadamu memohon kepadamu. agar menunjukkan jalanmu. aku makhluk yang penuh dosa. aku makhluk yang penuh hina. datang ke hadapanmu bersujud kepadamu. wahai kau dzat yang berhak atas hidupku,sedih
